run_id	job_id	beta	dtau	nwarm	nmeas	nbin	nrep	E_total	dE_total	E_per_site	dE_per_site	doublon	dDoublon	sign	acceptance	Szz_pi_pi	dSzz_pi_pi	Sperp_pi_pi	dSperp_pi_pi	DeltaSU2_pi_pi	dDeltaSU2_pi_pi	Delta_z	ED_Szz_pi_pi	ED_Sperp_pi_pi	Szz_ED_z	Sperp_ED_z	elapsed_sec
afqmc-sperp-l4-u4-dt0p025-b24-canary-genkai-20260822-r0	6562854	24	0.025	500	2000	20	120	-13.599872	0.0098	-0.849992	0.0006125	0.11575203	0.00011	1	0.79233077	0.84727167481068966	0.0069640233419274123	1.8343473711390041	0.019912252515730249	0.069902010758813096	0.013810876940794949	5.06137380403	0.9118832201411449	1.8237664402822897	-9.2779	0.531378	39.22
