beta	T	E_per_site	dE_per_site	doublon	dDoublon	Szz_pi_pi	dSzz_pi_pi	Sperp_pi_pi	dSperp_pi_pi	DeltaSU2_pi_pi	dDeltaSU2_pi_pi	Delta_z	ED_Szz_pi_pi	ED_Sperp_pi_pi
24	0.041666666666666664	-0.85214599999999996	0.00021125000000000001	0.11508009	5.0000000000000002e-05	0.9103810401938851	0.0020841045337037954	1.8084224268664326	0.0055936183490825457	-0.0061698267606680422	0.003938445100412781	1.5665641143560423	0.9118832201411449	1.8237664402822897
