beta	T	E_per_site	dE_per_site	doublon	dDoublon	Szz_pi_pi	dSzz_pi_pi	Sperp_pi_pi	dSperp_pi_pi	DeltaSU2_pi_pi	dDeltaSU2_pi_pi	Delta_z	ED_Szz_pi_pi	ED_Sperp_pi_pi
24	0.041666666666666664	-0.85204400000000002	0.00023125000000000001	0.11506909	5.3999999999999998e-05	0.90952821295996378	0.0019763602062283108	1.8105472910846829	0.0059380488785356622	-0.0042545674176236127	0.0039834659594423201	1.0680566775118736	0.9118832201411449	1.8237664402822897
