beta	phase_a_Szz_pi_pi	phase_a_dSzz_pi_pi	sa_Szz_pi_pi	sa_dSzz_pi_pi	sb_Szz_pi_pi	sb_dSzz_pi_pi	seed_z	weighted_Szz_pi_pi	weighted_dSzz_pi_pi	weighted_3Szz_pi_pi	weighted_3dSzz_pi_pi	z_weighted_vs_phase_a	max_allq_seed_z	nq_seed_z_gt3	Ehub_seed_z	doublon_seed_z	runtime_sa_sec	runtime_sb_sec
24	1.2964925723870215	0.0082777669992402172	1.2917333580667516	0.0095283457758903334	1.2832924626254838	0.0091389621625451375	0.639333	1.28733691727166	0.00659558366104814	3.86201075181498	0.0197867509831444	0.865039	1.777297	0	0.058481	0.425222	558.71	555.64
32	1.2236451575332343	0.0079735153609309505	1.2712912593896095	0.0094812479536879116	1.3163587955291078	0.0092119851838161747	3.409175	1.2944740587013	0.00660699929974975	3.88342217610389	0.0198209978992493	6.839960	6.142321	5	1.244815	0.484086	732.38	716.41
