beta	observable	ed_ground_state	qmc_weighted	qmc_error	qmc_minus_ed	relative_difference_percent	seed_z	phase_a_z
24	energy_per_site	-0.37451396229402456	-0.379885108187	0.000184519899602	-0.00537114589297544	-1.43416439	0.058481	0.570432
32	energy_per_site	-0.37451396229402456	-0.380265096037	0.000171411895661	-0.00575113374297542	-1.53562599	1.244815	0.579831
24	double_occupancy_per_site	0.027786853018750002	0.0274021848537	0.0000124939009511	-0.000384668165050003	-1.38435311	0.425222	0.245191
32	double_occupancy_per_site	0.027786853018750002	0.0274358097685	0.0000112475678305	-0.00035104325025	-1.26334296	0.484086	0.608769
